name,source,externalid,url,definition,reaction,control,cids,protacxns,geneids,taxid,taxname,ecs,pmids,cidsreactant,cidsproduct
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"7-keto-8-aminopelargonate + SAM ⟶ 7,8-diaminopelargonate + S-adenosyl-4-methylthio-2-oxobutanoate","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/173'>7-keto-8-aminopelargonate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/34756'>SAM</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/440336'>S-adenosyl-4-methylthio-2-oxobutanoate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/652'>7,8-diaminopelargonate</a>",activated by aminotransferase (LOC_OS03G21960.1),173|34756|440336|652,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,173|34756,440336|652
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,dethiobiotin ⟶ 9-mercaptodethiobiotin,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/643'>dethiobiotin</a> ⟶ 9-mercaptodethiobiotin,activated by CHLRE_06g261150v5,643,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,643,NULL
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,9-mercaptodethiobiotin ⟶ Btn,9-mercaptodethiobiotin ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/171548'>Btn</a>,activated by CHLRE_06g261150v5,171548,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,171548
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,chlorophyllide a + phytyl-PP ⟶ PPi + chlorophyll a,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280787'>phytyl-PP</a> + chlorophyllide a ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + chlorophyll a,activated by CHLRE_06g294750v5,1023|5280787,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280787,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,TPNH + geranylgeranyl-chlorophyll a ⟶ TPN + dihydrogeranylgeranyl-chlorophyll a,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + geranylgeranyl-chlorophyll a ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + dihydrogeranylgeranyl-chlorophyll a,activated by CHLRE_01g050950v5,5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5884,5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,FUMA + H2O ⟶ MAL,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/444972'>FUMA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/222656'>MAL</a>,activated by CHLRE_01g020223v5,222656|444972|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,444972|962,222656
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,TPNH + dihydrogeranylgeranyl-chlorophyll a ⟶ TPN + tetrahydrogeranylgeranyl-chlorophyll a,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + dihydrogeranylgeranyl-chlorophyll a ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + tetrahydrogeranylgeranyl-chlorophyll a,activated by CHLRE_01g050950v5,5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5884,5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,TPNH + tetrahydrogeranylgeranyl-chlorophyll a ⟶ TPN + chlorophyll a,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + tetrahydrogeranylgeranyl-chlorophyll a ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + chlorophyll a,activated by CHLRE_01g050950v5,5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5884,5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,PPi + chlorophyll a ⟶ chlorophyllide a + phytyl-PP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + chlorophyll a ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280787'>phytyl-PP</a> + chlorophyllide a,activated by CHLRE_06g294750v5,1023|5280787,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1023,5280787
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"6,7-dimethyl-8-(1-D-ribityl)lumazine ⟶ 5-amino-6-(D-ribitylamino)uracil + RIB","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/168989'>6,7-dimethyl-8-(1-D-ribityl)lumazine</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/193516'>5-amino-6-(D-ribitylamino)uracil</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/493570'>RIB</a>",activated by CHLRE_02g088850v5,168989|193516|493570,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,168989,193516|493570
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + RIB ⟶ ADP + FMN,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/493570'>RIB</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/643976'>FMN</a>,activated by CHLRE_06g311600v5,493570|5957|6022|643976,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,493570|5957,6022|643976
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"5,10-methylene-THF + Gly + H2O ⟶ Ser + THF","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398645'>5,10-methylene-THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5257127'>Gly</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398650'>THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6857581'>Ser</a>",activated by SHMT,135398645|135398650|5257127|6857581|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398645|5257127|962,135398650|6857581
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,a folylpolyglutamate(n+1) ⟶ L-Glu + a folylpolyglutamate(n),a folylpolyglutamate(n+1) ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460299'>L-Glu</a> + a folylpolyglutamate(n),activated by CHLRE_06g275050v5,5460299,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,5460299
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + H2O + OPRO ⟶ ADP + L-Glu + Pi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7405'>OPRO</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460299'>L-Glu</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_07g325748v5,1061|5460299|5957|6022|7405|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957|7405|962,1061|5460299|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + L-Cys + L-Glu ⟶ ADP + Pi + gGluCys,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460299'>L-Glu</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6419722'>L-Cys</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/123938'>gGluCys</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_02g077100v5,1061|123938|5460299|5957|6022|6419722,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5460299|5957|6419722,1061|123938|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + Gly + gGluCys ⟶ ADP + GSH + Pi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/123938'>gGluCys</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5257127'>Gly</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/124886'>GSH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_17g708800v5,1061|123938|124886|5257127|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,123938|5257127|5957,1061|124886|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,MAL + NAD ⟶ H+ + NADH + OAA,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/222656'>MAL</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439153'>NADH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/970'>OAA</a>,activated by CHLRE_12g483950v5,1038|222656|439153|5893|970,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,222656|5893,1038|439153|970
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,GSSG + H+ + TPNH ⟶ GSH + TPN,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/65359'>GSSG</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/124886'>GSH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a>,activated by Homologues of glutathione-disulfide reductase (LOC_OS03G06740.1),1038|124886|5884|5886|65359,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|5884|65359,124886|5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,GA3P + PYR ⟶ 1-deoxy-D-xylulose 5-phosphate + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1060'>PYR</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439168'>GA3P</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443201'>1-deoxy-D-xylulose 5-phosphate</a>,activated by CHLRE_07g356350v5,1060|280|439168|443201,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1060|439168,280|443201
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,1-deoxy-D-xylulose 5-phosphate + TPNH ⟶ 2-C-methyl-D-erythritol-4-phosphate + TPN,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/443201'>1-deoxy-D-xylulose 5-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443198'>2-C-methyl-D-erythritol-4-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a>,activated by CHLRE_12g546050v5,443198|443201|5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,443201|5884,443198|5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2-C-methyl-D-erythritol-4-phosphate + CTP ⟶ 4-CDP-2-C-methyl-D-erythritol + PPi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/443198'>2-C-methyl-D-erythritol-4-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6176'>CTP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443199'>4-CDP-2-C-methyl-D-erythritol</a>,activated by CHLRE_16g679669v5,1023|443198|443199|6176,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,443198|6176,1023|443199
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,4-CDP-2-C-methyl-D-erythritol + ATP ⟶ 4-CDP-2-C-methyl-D-erythritol 2-phosphate + ADP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/443199'>4-CDP-2-C-methyl-D-erythritol</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443200'>4-CDP-2-C-methyl-D-erythritol 2-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_02g145050v5,443199|443200|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,443199|5957,443200|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"4-CDP-2-C-methyl-D-erythritol 2-phosphate ⟶ 2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/443200'>4-CDP-2-C-methyl-D-erythritol 2-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/126747'>2-C-methyl-D-erythritol-2,4-cyclodiphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6131'>CMP</a>",activated by CHLRE_12g503550v5,126747|443200|6131,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,443200,126747|6131
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"2-C-methyl-D-erythritol-2,4-cyclodiphosphate + protein dithiol ⟶ 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H2O + protein disulfide","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/126747'>2-C-methyl-D-erythritol-2,4-cyclodiphosphate</a> + protein dithiol ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281976'>1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + protein disulfide",activated by CHLRE_12g490350v5,126747|5281976|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,126747,5281976|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H+ + NAD(P)H ⟶ DMAPP + H2O + NAD(P)+,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281976'>1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate</a> + NAD(P)H ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + NAD(P)+,activated by CHLRE_08g372950v5,1038|5281976|647|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|5281976,647|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H+ + NAD(P)H ⟶ H2O + IPPP + NAD(P)+,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281976'>1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate</a> + NAD(P)H ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1195'>IPPP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + NAD(P)+,activated by CHLRE_08g372950v5,1038|1195|5281976|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|5281976,1195|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,IPPP ⟶ DMAPP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1195'>IPPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a>,activated by CHLRE_11g467544v5,1195|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1195,647
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,G6P ⟶ G1P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439284'>G6P</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439165'>G1P</a>,activated by phosphoglucomutase,439165|439284,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439284,439165
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,MAL + NAD ⟶ H+ + NADH + PYR + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/222656'>MAL</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1060'>PYR</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439153'>NADH</a>,activated by CHLRE_06g268750v5,1038|1060|222656|280|439153|5893,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,222656|5893,1038|1060|280|439153
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,L-Asp + Oxygen ⟶ H2O2 + iminoaspartate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460294'>L-Asp</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/784'>H2O2</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/796'>iminoaspartate</a>,activated by CHLRE_12g528450v5,5460294|784|796|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5460294|977,784|796
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,DHAP + iminoaspartate ⟶ H2O + Pi + QUIN,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/668'>DHAP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/796'>iminoaspartate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/16755641'>QUIN</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>,activated by CHLRE_06g251450v5,1061|16755641|668|796|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,668|796,1061|16755641|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,PRPP + QUIN ⟶ NAMN + PPi + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/16755641'>QUIN</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7339'>PRPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/121992'>NAMN</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a>,activated by CHLRE_02g141200v5,1023|121992|16755641|280|7339,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,16755641|7339,1023|121992|280
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + H2O + L-Gln + NAAD ⟶ AMP + L-Glu + NAD + PPi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/165491'>NAAD</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6992086'>L-Gln</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460299'>L-Glu</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6083'>AMP</a>,activated by CHLRE_10g435250v5,1023|165491|5460299|5893|5957|6083|6992086|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,165491|5957|6992086|962,1023|5460299|5893|6083
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,b-Ala + pantoyl lactone ⟶ PanK,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/239'>b-Ala</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439368'>pantoyl lactone</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/988'>PanK</a>,activated by CHLRE_02g090150v5,239|439368|988,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,239|439368,988
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + PanK ⟶ ADP + PPanK,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/988'>PanK</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/41635'>PPanK</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,NULL,41635|5957|6022|988,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957|988,41635|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + L-Val ⟶ KIV + L-Glu,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6971018'>L-Val</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/49'>KIV</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460299'>L-Glu</a>,NULL,164533|49|5460299|6971018,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|6971018,49|5460299
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"5,10-methylene-THF + H2O + KIV ⟶ 2-dehydropantoate + THF","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398645'>5,10-methylene-THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/49'>KIV</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398650'>THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/38'>2-dehydropantoate</a>",activated by CHLRE_12g508550v5,135398645|135398650|38|49|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398645|49|962,135398650|38
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + L-pantoate + b-Ala ⟶ AMP + PPi + PanK,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/239'>b-Ala</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5289105'>L-pantoate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6083'>AMP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/988'>PanK</a>,activated by CHLRE_02g090150v5,1023|239|5289105|5957|6083|988,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,239|5289105|5957,1023|6083|988
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,CRSM ⟶ isochorismate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/12039'>CRSM</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/189062'>isochorismate</a>,activated by CHLRE_05g241950v5,12039|189062,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,12039,189062
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + L-Asp + L-Cit ⟶ AMP + L-Argininosuccinate + PPi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460294'>L-Asp</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/9750'>L-Cit</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439998'>L-Argininosuccinate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6083'>AMP</a>,activated by CHLRE_09g416050v5,1023|439998|5460294|5957|6083|9750,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5460294|5957|9750,1023|439998|6083
